airline_id,name,alias,iata,icao,callsign,country,active
756,Aerofan,,,CFF,AEROFAN,Spain,FALSE
775,Air Consul,,,CNU,AIR CONSUL,Spain,FALSE
814,Aeroynamics Malaga,,,DNC,FLYINGOLIVE,Spain,FALSE
832,Aeronautica Castellana,,,ECL,AERO CASTELLANA,Spain,FALSE
835,Air Este,,,EET,AESTE,Spain,FALSE
843,Aeronaves Del Noroeste,,,ENW,AERONOR,Spain,FALSE
885,Aeroflota Del Noroeste,,,FNO,RIAZOR,Spain,FALSE
901,Aeronor,,,GCF,AEROCARTO,Spain,FALSE
960,Airpull Aviation,,,IPL,IPULL,Spain,FALSE
968,Air Executive,,,IVE,COMPANY EXEC,Spain,FALSE
1024,Airlink Solutions,,,LKS,AIRLIN,Spain,FALSE
1056,Aerodromo De La Mancha,,,MAM,AEROMAN,Spain,FALSE
1141,Air Pack Express,,,PCK,AIRPACK EXPRESS,Spain,FALSE
1184,Atlantic S.L.,,,RCU,AIR COURIER,Spain,FALSE
1199,Aeris Gestion,,,RIS,AERIS,Spain,FALSE
1337,Aeroclub Flaps,,,FLP,AEROCLUB FLAPS,Spain,FALSE
1362,Bravo Airlines,,,BBV,BRAVO EUROPE,Spain,FALSE
1378,Balear Express,,,BEF,BALEAR EXPRESS,Spain,FALSE
1430,Blue Jet,,,BLJ,BLUEWAY,Spain,FALSE
1526,BKS Air (Rivaflecha),,,CKM,COSMOS,Spain,FALSE
1575,C N Air,,,ORO,CAPRI,Spain,FALSE
1612,Campania Helicopteros De Transporte,,,HSO,HELIASTURIAS,Spain,FALSE
1692,Center Vol,,,CVO,CENTERVOL,Spain,FALSE
1713,Centro de Formacion Aeronautica de Canarias,,,ACF,FORCAN,Spain,FALSE
1849,Compania Aerea de Valencia,,,AIF,,Spain,FALSE
1850,Compania Aerotecnicas Fotograficas,,,ATF,AEROTECNICAS,Spain,FALSE
1852,Compania De Actividades Y Servicios De Aviacion,,,LCT,STELLAIR,Spain,FALSE
1854,Compania Helicopteros Del Sureste,,,HSE,HELISURESTE,Spain,FALSE
1857,Compania Transportes Aereos Del Sur,,,HSS,TAS HELICOPTEROS,Spain,FALSE
1858,Compania de Servicios Aereos Tavisa,,,TAV,TAVISA,Spain,FALSE
1939,Cygnus Air,,,RGN,CYGNUS AIR,Spain,FALSE
2016,Departmento De Agricultura De La Generalitat De Cataluna,,,FGC,FORESTALES,Spain,FALSE
2030,Direccion General de Aviacion Civil y Telecomunicasciones,,,ENA,ENA,Spain,FALSE
2046,Dominguez Toledo (Grupo Mayoral),,,MYO,MAYORAL,Spain,FALSE
2214,Escuela De Pilotos Are Aviacion,,,CTV,ARE AVIACION,Spain,FALSE
2225,Euro Continental AIE,,,ECN,EURO CONTINENTAL,Spain,FALSE
2278,Executive Airlines,,,EXU,SACAIR,Spain,FALSE
2344,Feria Aviacion,,,FER,FERIA,Spain,FALSE
2390,Flight Training Europe,,,AYR,CYGNET,Spain,FALSE
2414,Fly Line,,,FIL,FLYLINE,Spain,FALSE
2422,Flycolumbia,,,FCE,FLYCOLUMBIA,Spain,FALSE
2433,Flylink Express,,,FLK,FLYLINK,Spain,FALSE
2446,Fotografia F3,,,FTE,FOTOGRAFIA,Spain,FALSE
2475,Fumigacion Aerea Andaluza,,,FAM,FAASA,Spain,FALSE
2477,Fundació Rego,,,ROG,REGO,Spain,FALSE
2480,Futura International Airways,,FH,FUA,FUTURA,Spain,FALSE
